id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg, pub, year>
2885	sio	0,364	0,794	1	127	163	13	2012,1538
2886	sio2	0,2177	0,6526	1	669	1371	97	2016,4124
2887	situ transesterification	-0,4035	-0,2689	4	134	183	16	2016,9375
2888	size distribution	-0,484	-0,1235	7	366	584	44	2015,1364
2889	size exclusion chromatography	0,2092	0,232	2	201	230	12	2016,6667
2890	slight increase	-1,068	-0,2458	7	364	733	41	2017,4634
2891	slow pyrolysis	-0,5258	0,6294	6	341	703	54	2016,3148
2892	slurry	0,0128	-0,2791	2	439	739	63	2015,9524
2893	smoke	-1,3913	-0,3864	7	406	1222	63	2017,3492
2894	smoke emission	-1,4224	-0,4559	7	391	1425	67	2017,5373
2895	smoke opacity	-1,5022	-0,4807	7	306	924	48	2017,1875
2896	so3h	0,5418	0,4562	1	371	701	44	2017,3864
2897	so4	-0,1419	0,4026	4	229	340	24	2015,8333
2898	soap formation	-0,597	-0,0058	4	135	212	19	2011,7368
2899	soapstock	-0,4136	0,4926	6	156	265	22	2016
2900	sodium carbonate	-0,4112	0,3688	6	186	238	14	2014,3571
2901	sodium hydroxide	-0,7012	-0,1298	4	712	1665	120	2014,75
2902	sodium methoxide	-0,8391	-0,0499	4	190	361	30	2012,5333
2903	sofc	0,1922	0,0572	3	115	189	19	2014,9474
2904	software	-0,4871	-0,3014	3	614	1170	84	2017,2143
2905	softwood	0,0317	-0,1883	2	264	383	31	2015,3226
2906	soil amendment	-0,3296	0,2019	6	244	386	32	2017,625
2907	sol gel	0,3389	0,5136	1	148	182	13	2014,3846
2908	sol gel method	0,2056	0,5796	1	244	315	24	2016,9167
2909	sole carbon source	0,44	-0,639	2	221	349	26	2016,4231
2910	solid acid	0,2656	0,3091	1	539	1084	76	2015,6579
2911	solid acid catalyst	0,2584	0,4135	1	858	2494	182	2016,1758
2912	solid base	0,1728	0,6785	1	126	165	14	2014
2913	solid base catalyst	0,0882	0,5671	1	404	871	59	2015,8475
2914	solid catalyst	0,1319	0,3958	1	657	1494	103	2015,9223
2915	solid char	-0,505	0,3719	6	102	137	11	2017
2916	solid fraction	-0,0467	-0,1772	2	220	287	23	2017,6957
2917	solid fuel	-0,491	0,3639	6	398	694	56	2017,4643
2918	solid loading	0,1486	-0,421	2	215	334	23	2017,8696
2919	solid oxide fuel cell	0,2306	0,054	3	163	256	28	2015,2857
2920	solid product	-0,1755	0,5403	6	336	547	44	2016,9318
2921	solid ratio	-0,2842	-0,1075	4	192	274	26	2015,6538
2922	solid residue	-0,111	0,3304	6	717	1507	127	2016,1732
2923	solid state	0,4086	0,4774	1	160	186	11	2017
2924	solid state fermentation	0,238	-0,6281	2	171	277	19	2016,1053
2925	solketal	-0,0792	0,1317	1	140	171	16	2018,1875
2926	solubilization	0,2429	-0,2295	2	294	432	33	2016,5758
2927	solvent free condition	0,2384	0,6514	1	226	325	28	2017,1786
2928	solvent free system	-0,0198	-0,1724	4	228	435	33	2015,303
2929	sonication	-0,2204	-0,0016	4	220	338	30	2016,6
2930	soot	-0,9966	-0,1902	7	210	377	29	2016,7931
2931	soot emission	-1,1462	-0,3244	7	176	294	17	2017,1176
2932	soot formation	-0,7083	-0,2989	7	105	136	10	2018
2933	sorbitol	0,3557	0,5937	1	262	394	32	2015,7188
2934	soxhlet extraction	-0,4474	-0,1625	4	168	211	17	2017,2353
2935	soy	-0,9952	-0,5407	7	139	199	13	2014,6923
2936	space time	-0,1474	0,7389	1	120	183	15	2015,6667
2937	space velocity	-0,1008	0,4232	1	279	398	35	2012,8
2938	spark ignition	-1,0242	-0,415	7	143	237	17	2016,9412
2939	spark ignition engine	-1,0098	-0,3994	7	162	270	21	2017,381
2940	specific activity	0,6267	-0,3643	2	305	502	34	2015,9412
2941	specific energy consumption	-1,3923	-0,4874	7	211	405	21	2018
2942	specific fuel consumption	-1,5304	-0,5284	7	386	1574	77	2017,2078
2943	specific gravity	-0,849	0,1119	4	395	794	48	2015,3958
2944	specification	-0,6451	-0,0133	4	965	2662	201	2014,5075
2945	specificity	0,6856	-0,5175	2	304	488	36	2015,0278
2946	spectroscopic analysis	-0,4056	0,2955	4	102	144	11	2014,3636
2947	spectroscopic technique	-0,2745	0,4704	6	152	238	19	2014,4211
2948	speed	-0,6735	-0,151	7	991	2655	174	2016,6897
2949	sphere	0,2696	-0,1076	5	229	295	26	2015,5385
2950	spirulina	-0,3059	0,2421	6	314	469	32	2017,25
2951	spirulina platensis	-0,3688	0,3302	6	249	384	27	2017,2593
2952	ssf	0,2339	-0,6171	2	383	841	53	2015,4151
2953	stable catalyst	0,2496	0,6755	1	194	239	19	2016,2632
2954	stable performance	0,6059	0,1725	1	157	187	15	2017
2955	stalk	0,013	0,1806	6	503	910	74	2015,3514
2956	standard	-0,703	-0,1523	4	1440	5084	358	2016,2374
2957	standard limit	-1,0335	-0,3035	4	195	281	18	2018,7778
2958	standard method	-0,6706	-0,0588	4	304	483	36	2014,3333
2959	standard specification	-0,6173	-0,0337	4	211	335	26	2014,7308
2960	starch	0,162	-0,4709	2	618	1130	81	2014,9877
2961	start	-0,6545	-0,4086	7	406	626	40	2015,925
2962	stationary phase	0,1604	-0,4141	2	110	126	12	2015,3333
2963	statistical model	-0,4316	-0,1708	4	183	240	20	2015,65
2964	statistical optimization	-0,1448	-0,3397	2	153	187	13	2017,6923
2965	steam explosion	0,1811	-0,5756	2	220	361	27	2016,4074
2966	steam gasification	-0,373	0,1491	3	199	337	33	2015,2727
2967	step method	0,1442	0,1089	4	299	403	30	2016,1333
2968	step transesterification	-0,6353	-0,1999	4	156	208	14	2017,0714
2969	straight run gas oil	-0,5271	0,4238	1	84	124	11	2017,5455
2970	straight vegetable oil	-1,0894	-0,4556	7	103	182	10	2018,6
2971	strain	0,2891	-0,5917	2	1160	4133	313	2015,7859
2972	stroke	-1,5478	-0,5197	7	248	713	36	2017,1111
2973	stroke diesel engine	-1,4363	-0,5522	7	127	222	11	2018,5455
2974	strong acid site	0,2086	0,9215	1	240	369	22	2017,5455
2975	strong acidity	0,2511	0,8741	1	180	238	18	2016,7222
2976	strong interaction	0,4348	0,6295	1	261	362	26	2018,0769
2977	structural analysis	0,5618	-0,0728	2	145	170	15	2016,2667
2978	structural property	0,6544	0,1719	1	283	358	23	2017
2979	student	-0,3486	-0,5134	3	97	109	12	2015,5
2980	subsequent enzymatic hydrolysis	0,3252	-0,4256	2	151	250	19	2015,7895
2981	subsidy	-0,4504	-0,5841	3	268	414	26	2015,7308
2982	substrate	0,5579	-0,3681	2	1786	7065	527	2015,7609
2983	substrate concentration	0,5464	-0,1729	2	297	407	33	2016,2424
2984	substrate specificity	0,8582	-0,5468	2	211	308	21	2015,2857
2985	succinic acid	0,0574	-0,3317	3	149	178	16	2015,9375
2986	sucrose	0,5823	-0,1984	5	477	748	45	2014,4222
2987	sugar cane	-0,4049	-0,535	3	137	167	10	2014,8
2988	sugar concentration	0,3325	-0,5524	2	169	289	21	2015,8571
2989	sugar production	0,1784	-0,4582	2	213	352	29	2017,4138
2990	sugar recovery	0,1584	-0,5306	2	202	333	27	2015,4815
2991	sugar release	0,2409	-0,5132	2	189	329	23	2016,9565
2992	sugar yield	0,3019	-0,4673	2	395	1081	86	2016,093
2993	sugarcane	-0,4154	-0,6035	3	223	295	21	2015,5238
2994	sulfonate	1,6443	-0,3966	5	213	420	22	2011,6818
2995	sulfonation	0,3411	0,4556	1	389	868	56	2017,3036
2996	sulfonic acid	0,7792	0,2697	1	417	801	56	2016,3393
2997	sulfonic acid group	0,6899	0,4365	1	143	182	14	2016,7857
2998	sulfonic group	0,4387	0,5338	1	152	197	14	2017,3571
2999	sulfuric acid concentration	0,0781	-0,5684	2	124	183	15	2014,5333
3000	sulphuric acid	-0,3323	-0,0969	4	331	506	34	2016,0882
3001	sunflower	-0,6915	-0,3515	4	419	709	50	2015,48
3002	sunflower oil	-0,3794	0,1122	4	708	1853	141	2014,3404
3003	sunlight	0,1008	-0,5118	2	207	254	23	2016,1739
3004	supercritical ethanol	-0,144	0,4955	6	384	697	53	2016,3208
3005	supercritical methanol	-0,3713	0,3724	4	294	545	54	2014,3889
3006	supercritical water	-0,2179	0,2712	3	330	592	52	2015,5577
3007	supercritical water gasification	-0,2656	0,0839	3	203	363	32	2016,1875
3008	superior activity	0,5081	0,6482	1	154	184	13	2018,3846
3009	superior catalytic activity	0,8734	0,2432	1	199	264	18	2017,0556
3010	superior catalytic performance	0,6613	0,5781	1	178	221	17	2018
3011	supernatant	0,3576	-0,5872	2	219	303	22	2016,9091
3012	supplementation	0,1159	-0,6062	2	315	496	39	2015,8974
3013	supply chain	-0,4203	-0,5979	3	238	381	36	2017,4167
3014	suppression	0,3585	0,0999	5	163	193	16	2017,625
3015	surface	0,6747	0,0789	5	1982	8292	583	2015,9245
3016	surface acidity	0,3093	0,6421	1	268	381	25	2018,68
3017	surface area analysis	0,0505	0,6275	1	179	245	13	2017,3077
3018	surface chemistry	0,561	0,1217	1	237	292	20	2016,35
3019	surface functional group	0,1312	0,5549	6	146	192	14	2017,9286
3020	surface modification	0,814	0,1396	5	192	234	15	2016,2667
3021	surface morphology	0,4962	0,2304	5	380	564	38	2017,0263
3022	surface reaction	0,3455	0,3267	1	129	156	12	2016,1667
3023	surface tension	-0,9471	-0,3527	7	140	168	11	2017,9091
3024	sustainability	-0,3439	-0,4118	3	1035	2263	175	2016,92
3025	sustainable approach	-0,0059	-0,4211	2	200	242	23	2018,7391
3026	sustainable biodiesel production	-0,3254	-0,1436	4	288	423	27	2018,2963
3027	sustainable energy source	-0,6301	-0,4259	7	244	315	22	2018
3028	sustainable resource	-0,121	-0,2338	3	91	94	11	2015,1818
3029	swcnt	1,5167	-0,4745	5	185	331	17	2014,2941
3030	sweden	-0,4841	-0,4115	3	119	139	12	2015,75
3031	sweep gas flow rate	-0,5988	0,6742	6	75	133	11	2015,6364
3032	sweeping gas flow rate	-0,6256	0,9445	6	93	219	16	2013,1875
3033	swnt	1,4943	-0,2856	5	143	220	12	2009,1667
3034	synechocystis	0,246	-0,657	2	99	138	11	2015,8182
3035	synergetic effect	0,3129	0,6099	1	355	484	34	2016,8824
3036	synergic effect	0,2909	0,3209	1	207	237	16	2017,3125
3037	synergism	0,3119	0,2693	6	186	229	17	2016,4118
3038	syngas composition	-0,3405	0,0923	3	110	148	15	2016,9333
3039	syngas fermentation	0,2879	-0,5651	2	129	200	20	2015,5
3040	syngas production	-0,3123	0,1473	3	327	535	54	2016,9074
3041	syngas yield	-0,426	0,3145	3	129	180	17	2017,4118
3042	synthesis gas production	-0,2337	0,2702	3	96	105	11	2015,5455
3043	synthesis method	0,3335	0,5166	1	332	492	34	2017,4118
3044	synthesized biodiesel	-0,6261	-0,0491	4	168	242	16	2018,5625
3045	synthesized catalyst	0,1383	0,593	1	514	1089	64	2018,1719
3046	synthetic biofuel	-0,3954	-0,0313	3	101	118	11	2015,1818
3047	synthetic fuel	-0,4749	-0,2752	3	240	330	29	2015,069
3048	synthetic natural gas	-0,4781	-0,2094	3	139	168	12	2015,4167
3049	syringaldehyde	0,4029	0,3426	1	132	156	11	2017,0909
3050	syringol	0,0405	0,6005	6	206	303	19	2016,4211
3051	system boundary	-0,5423	-0,5562	3	135	194	13	2017,0769
3052	systematic approach	-0,2275	-0,4389	3	147	169	14	2014
3053	t butanol	-0,0689	-0,0433	4	106	171	11	2013,9091
3054	t reesei	0,4987	-0,6957	2	89	142	10	2012,7
3055	tag	0,2955	-0,4634	2	250	376	33	2016,4545
3056	taguchi method	-0,9276	-0,0647	4	142	187	13	2014
3057	tan	-0,4268	0,4595	6	281	443	30	2016,7667
3058	tar	-0,3488	0,2715	3	439	980	86	2015,3837
3059	tar content	-0,4055	0,1812	3	147	267	22	2015,5455
3060	tar yield	-0,2687	0,3813	3	153	215	14	2016,3571
3061	tcr	-0,562	0,3097	6	104	184	14	2018,3571
3062	tea	-0,3256	-0,3302	3	272	363	24	2016,875
3063	technical feasibility	-0,3469	-0,3729	3	215	262	21	2016,1429
3064	technical performance	-0,543	-0,2841	3	127	187	13	2016,9231
3065	techno	-0,5132	-0,5578	3	207	305	20	2018,45
3066	techno economic analysis	-0,3546	-0,4716	3	452	977	71	2017,5211
3067	techno economic assessment	-0,5267	-0,5118	3	283	501	29	2017,3793
3068	techno economic feasibility	-0,3119	-0,4407	3	106	137	11	2019
3069	technoeconomic analysis	-0,2857	-0,4825	3	203	284	20	2017,85
3070	technologies	-0,7181	-0,4549	3	128	157	12	2014,25
3071	tem	0,4316	0,5959	1	1174	4068	228	2016,9737
3072	tem analysis	0,321	0,3914	1	141	181	12	2018,4167
3073	tem image	0,5104	0,0728	5	180	248	12	2017,0833
3074	template	0,7684	0,2351	1	437	764	50	2016,18
3075	tempo	1,002	-0,3253	5	120	197	15	2017,4
3076	teos	0,6102	0,3314	1	118	145	10	2015,4
3077	tert butanol	-0,1045	-0,1134	4	173	255	21	2013,5714
3078	test fuel	-1,3994	-0,4809	7	269	818	42	2016,0238
3079	test result	-1,0911	-0,4517	7	346	686	36	2017,2778
3080	tested fuel	-1,3479	-0,457	7	156	267	14	2017,1429
3081	tetrahydrofurfuryl alcohol	0,3125	0,5854	1	117	157	12	2017,0833
3082	tetralin	-0,0357	0,652	1	131	178	14	2014,5
3083	tetraselmis	-0,2459	-0,0561	2	128	182	16	2016,4375
3084	textural property	0,33	0,7408	1	321	474	34	2018,0294
3085	tg dta	-0,1138	0,5084	1	118	159	11	2014,3636
3086	tg ftir	-0,0468	0,8094	6	126	166	12	2016,3333
3087	tga	-0,0884	0,5999	6	1234	4014	253	2017,166
3088	theoretical basis	-0,1514	0,6859	6	147	202	11	2017,5455
3089	theoretical maximum	0,3872	-0,5258	2	132	165	13	2015,2308
3090	theoretical yield	0,1218	-0,3837	2	381	606	44	2015,1818
3091	thermal conversion	-0,3276	0,5018	6	133	165	16	2016,5
3092	thermal degradation	-0,2795	0,7003	6	276	418	32	2017
3093	thermal efficiency	-1,1827	-0,3949	7	487	1216	71	2017,0423
3094	thermal energy	-0,5469	0,0562	3	136	169	14	2015,8571
3095	thermal pyrolysis	-0,3521	0,6039	6	150	206	16	2016,8125
3096	thermodynamic parameter	-0,2875	0,2672	4	168	192	19	2017,8947
3097	thermogravimetric analyzer	-0,3782	0,7811	6	180	317	24	2017,25
3098	thermostability	0,7166	-0,4808	2	189	343	25	2016,12
3099	thickness	0,8141	-0,1701	5	372	618	45	2016,3111
3100	third generation biofuel	-0,2629	-0,4904	3	264	333	22	2015,9545
3101	threat	-0,3965	-0,4051	3	330	458	37	2017,4595
3102	tio	0,7465	0,3866	1	147	178	14	2014,2143
3103	tissue	0,5339	-0,4743	5	210	255	25	2014,12
3104	titania	0,4984	0,5366	1	214	263	20	2015,1
3105	titer	0,3859	-0,6851	2	290	551	44	2015,8409
3106	tll	0,4384	-0,1839	4	138	258	16	2015,75
3107	toc	-0,2464	0,1037	6	209	321	23	2016,4783
3108	tof	0,4259	0,612	1	283	392	27	2017,5185
3109	toluene	-0,1527	0,5381	6	810	1867	129	2016,7597
3110	tonne	-0,4147	-0,4782	3	373	686	47	2016,6809
3111	top	0,6586	-0,2762	5	383	510	31	2015,2903
3112	torque	-1,5036	-0,5578	7	221	568	30	2017,6667
3113	torrefaction	-0,2956	0,305	6	391	704	63	2017,7937
3114	torrefaction pretreatment	-0,1237	0,8548	6	116	192	14	2017,7857
3115	torrefied biomass	-0,2952	0,4936	6	89	112	10	2017
3116	total acid number	-0,3707	0,5505	6	403	764	51	2017,0392
3117	total bio oil yield	-0,3271	0,6902	6	134	181	14	2017,0714
3118	total cost	-0,3927	-0,5155	3	216	260	17	2018,4118
3119	total fatty acid	-0,3286	-0,4289	2	108	140	11	2015,6364
3120	total gas yield	-0,3211	0,3103	3	91	174	12	2016,3333
3121	total hydrocarbon	-1,2604	-0,3637	7	234	427	23	2014,5217
3122	total lipid	-0,2225	-0,4221	2	156	230	17	2017
3123	total lipid content	-0,2204	-0,4783	2	129	200	18	2016,4444
3124	total nitrogen	-0,1476	-0,3556	2	155	245	20	2018,65
3125	total organic carbon	-0,2163	0,187	6	160	233	17	2016,4118
3126	total pore volume	0,1515	0,3253	1	179	222	18	2016,8333
3127	total production cost	-0,2653	-0,6268	3	124	142	10	2017,1
3128	total sugar	0,257	-0,5173	2	150	252	20	2015,05
3129	tpa	0,8966	0,1672	5	170	285	18	2015,7222
3130	tpd	0,1796	0,8293	1	473	931	51	2015,1961
3131	tpd nh3	-0,0099	0,8305	1	185	302	17	2017,5882
3132	tpo	-0,1	0,712	1	143	206	13	2015,9231
3133	tpr	0,2244	0,9125	1	326	591	36	2015,5
3134	trace element	0,0402	-0,5377	2	126	149	11	2018,1818
3135	trade	-0,8513	-0,4411	7	342	563	35	2016,5714
3136	trametes versicolor	1,1199	-0,4198	5	157	218	13	2012,3077
3137	trans esterification	-0,5338	-0,1792	4	252	364	25	2014,24
3138	trans esterification reaction	-0,4132	-0,1777	4	120	151	13	2016
3139	transesterification	-0,3754	-0,0104	4	1903	14739	1167	2015,0908
3140	transesterification condition	-0,3918	-0,0153	4	241	375	24	2016,1667
3141	transesterification method	-0,7532	-0,3022	4	332	600	44	2015,2273
3142	transesterification process	-0,7438	-0,1945	4	1062	3829	273	2016,1209
3143	transesterification reaction	-0,3246	0,0305	4	1258	5589	417	2015,5396
3144	transesterification yield	-0,2294	-0,1444	4	153	223	16	2015,5625
3145	transfer	0,524	-0,0072	5	1048	2187	180	2016,0722
3146	transfer hydrogenation	0,4831	0,7547	1	152	213	19	2016,3684
3147	transition state	0,398	0,1246	1	112	136	16	2015,625
3148	transmission electron microscope	0,379	0,4563	1	236	360	18	2017,1667
3149	transmission electron microscopy	0,4731	0,5508	1	934	2338	133	2016,3985
3150	transport sector	-0,7268	-0,4113	3	372	593	41	2016,7317
3151	transportation	-0,307	-0,4152	3	734	1424	98	2016,2959
3152	transportation sector	-0,5671	-0,3213	3	422	678	49	2015,3878
3153	treatment system	-0,8287	-0,3474	7	217	303	24	2016,4583
3154	triacetin	-0,3813	0,0412	4	185	277	25	2016,64
3155	trichoderma reesei	0,5453	-0,5921	2	198	353	24	2014,5833
3156	triolein	0,0531	0,1955	4	169	249	22	2014,9091
3157	trs	0,3527	-0,0482	2	118	159	15	2017,4
3158	tungstophosphoric acid	0,3819	0,526	1	172	283	18	2016,4444
3159	turbine	-0,5169	-0,1971	3	262	385	31	2015,9677
3160	turnover frequency	0,5075	0,5052	1	352	487	33	2016,8485
3161	tween	0,2661	-0,3638	2	126	159	12	2017,8333
3162	typical compound	0,3385	0,8441	1	109	142	11	2016
3163	u g	0,4312	-0,4324	2	150	211	13	2016,5385
3164	u mg	0,6506	-0,4058	2	150	218	15	2017,3333
3165	u ml	0,6014	-0,6704	2	152	225	16	2017,3125
3166	uco	-0,6539	-0,5022	3	106	136	11	2015,8182
3167	uhc	-1,4615	-0,5873	7	166	441	21	2019,0952
3168	ulsd	-1,0807	-0,4665	7	167	287	18	2014,7778
3169	ultimate analysis	-0,3452	0,3509	6	386	700	49	2017,3878
3170	ultrafiltration	0,2382	-0,3278	2	126	160	12	2017,4167
3171	ultrasonic irradiation	-0,5193	0,0838	4	136	243	20	2013,75
3172	ultrasonic power	-0,2569	0,1403	4	128	162	12	2017
3173	ultrasonicator	-1,3973	-0,5688	7	117	213	12	2018
3174	ultrasound	-0,3262	-0,0103	4	379	714	64	2015,9219
3175	ultrasound irradiation	-0,348	0,0834	4	114	172	13	2016,9231
3176	ultraviolet	0,8029	0,0049	5	124	143	10	2016,5
3177	unburned hydrocarbon	-1,4165	-0,5286	7	268	598	30	2016,6333
3178	uncertainty	-0,4617	-0,5543	3	485	905	71	2016,3662
3179	uncertainty analysis	-0,5744	-0,5637	3	127	191	13	2017,0769
3180	uniform	0,4643	0,0322	5	149	164	15	2012,8
3181	uniform dispersion	0,7346	0,3537	1	136	157	11	2015,8182
3182	united states	-0,3964	-0,3159	3	249	347	27	2014,6296
3183	unregulated emission	-1,262	-0,4839	7	131	259	13	2015,9231
3184	unsaturation	-0,5065	-0,1117	4	265	385	29	2016,1379
3185	untreated biomass	0,116	-0,1921	2	182	234	16	2017
3186	upgrading process	-0,21	0,4605	1	459	763	54	2016,2778
3187	urbanization	-0,3998	-0,2345	3	101	122	11	2017,9091
3188	usd	-0,4337	-0,5513	3	191	250	19	2018,7368
3189	used cooking oil	-0,5882	-0,0862	3	177	236	20	2016,2
3190	usy	0,2665	0,7801	1	302	458	31	2017,3226
3191	usy zeolite	0,3224	0,7981	1	173	222	14	2016,3571
3192	v w	-0,1398	-0,3464	2	109	130	10	2015,6
3193	vacuum gas oil	-0,4218	0,4585	1	127	209	18	2016,4444
3194	vacuum pyrolysis	-0,3715	0,7248	6	153	247	18	2014,8333
3195	valeric acid	0,4374	0,6526	1	134	178	18	2016,3333
3196	valeric biofuel	0,3575	0,6637	1	81	117	12	2016,5
3197	valerolactone	0,4592	0,4875	1	479	1063	93	2016,7849
3198	validity	-0,2666	-0,1833	4	199	309	22	2014,5909
3199	vanillin	0,5689	0,5484	1	129	170	15	2017,4
3200	vapor	-0,1974	0,6935	6	569	1178	91	2016,2857
3201	vaporization	-1,1277	-0,3032	7	125	185	14	2017,5
3202	variance	-0,6851	-0,0335	4	403	777	54	2017,5926
3203	variant	0,724	-0,5675	2	329	582	41	2015,561
3204	vast majority	-0,3075	-0,5517	3	145	161	10	2016,4
3205	vehicle	-0,8319	-0,4778	7	593	1425	106	2014,6038
3206	vgo	-0,3811	0,5552	1	115	200	15	2014,4667
3207	viable alternative	-0,5104	-0,4913	3	304	413	31	2014,6774
3208	vinylphenol	0,0763	0,5304	6	123	158	10	2015,2
3209	visible light	1,1318	-0,2681	5	153	217	16	2015,625
3210	vitro	0,121	-0,6025	2	262	337	25	2015,68
3211	vivo	1,2084	-0,5741	5	137	173	10	2013,8
3212	vmax	0,4472	-0,3975	2	151	221	15	2016,7333
3213	voc	0,6213	-0,3674	5	157	208	18	2015
3214	volatile	-0,2186	0,5977	6	449	796	58	2016,6724
3215	volatile fatty acid	0,2336	-0,6288	2	167	235	21	2016,2381
3216	volatile matter	-0,3053	0,3009	6	242	378	29	2017,3448
3217	volatile solid	0,0735	-0,5828	2	153	214	19	2016
3218	volatility	-0,7324	-0,2642	7	272	378	31	2015,7419
3219	voltage	1,018	-0,4136	5	451	953	63	2015,3968
3220	volume basis	-1,2745	-0,3605	7	233	412	19	2017,7895
3221	volume fraction	-0,629	-0,1354	7	224	272	20	2016,7
3222	vsm	0,3627	0,4806	1	184	361	19	2018,4211
3223	w cm	1,6797	-0,4837	5	392	1435	71	2013,6338
3224	w cm2	1,666	-0,4584	5	321	1004	49	2017,2041
3225	w v	0,1606	-0,409	2	552	1210	84	2016,0595
3226	walnut shell	-0,2217	0,6804	6	108	127	11	2017
3227	waste animal fat	-0,8046	-0,0098	4	143	199	15	2016,5333
3228	waste cooking oil	-0,6203	-0,0023	4	1229	4177	295	2017,339
3229	waste disposal	-0,2392	-0,2854	3	165	205	18	2016,7222
3230	waste frying oil	-0,3818	-0,1167	4	267	484	32	2015,6562
3231	waste plastic	-0,5574	0,5314	6	148	199	14	2018,4286
3232	waste vegetable oil	-0,5174	-0,0775	4	309	496	43	2014,5349
3233	wastewater treatment	0,0346	-0,5133	2	467	809	69	2017,6087
3234	water gas shift	-0,2153	0,2415	3	165	210	19	2014,3158
3235	water gas shift reaction	-0,2454	0,2215	3	231	306	30	2015,5667
3236	water hyacinth	-0,5538	0,3968	6	171	227	19	2017,7895
3237	water ratio	-0,175	0,2298	6	272	435	33	2017,1515
3238	water soluble fraction	0,051	0,1903	6	102	146	15	2015,6667
3239	water tolerance	0,1609	0,0887	1	128	168	14	2015,7143
3240	wco	-0,63	0,0407	4	902	2284	152	2017,7763
3241	week	0,7042	-0,3398	5	498	833	55	2014,9818
3242	weight hourly space velocity	-0,2011	0,5986	1	378	671	53	2015,9623
3243	weight percentage	-0,4451	0,4712	4	189	246	18	2017,7778
